wkt_geom,UniqueID
"MultiLineString ((-4.16812907404030231 51.16746006966771176, -4.16810187404582244 51.16749456968165788, -4.16807187404991542 51.16753636969676933))",Speed Limits-2935
"MultiLineString ((-3.2747954833776447 50.77571516659405404, -3.27463235958480681 50.77558323744989366),(-3.27463235958480681 50.77558323744989366, -3.2745281003621276 50.7754989156960832),(-3.2745281003621276 50.7754989156960832, -3.27431438333166414 50.7753260668623696))",Speed Limits-2952
"MultiLineString ((-3.51428638055540299 50.73194126396786174, -3.51441228029378294 50.7321719633710515),(-3.51402938109239038 50.73145916519654719, -3.51428638055540299 50.73194126396786174))",Speed Limits-2997
"MultiLineString ((-3.51428638055540299 50.73194126396786174, -3.51387498037470625 50.73202846361099461))",Speed Limits-2998
"MultiLineString ((-3.51252798050642889 50.73169656406734873, -3.51245128048312338 50.73170376402423898, -3.51213688038812588 50.73173346384837146),(-3.51292018062802036 50.73165846429296977, -3.51252798050642889 50.73169656406734873),(-3.51330838074879859 50.73162186451655487, -3.51292018062802036 50.73165846429296977),(-3.51338888077688472 50.73161186456968608, -3.51330838074879859 50.73162186451655487),(-3.51368478087230329 50.73158236474704097, -3.51338888077688472 50.73161186456968608))",Speed Limits-2999
"MultiLineString ((-3.51329548125139413 50.73118966564744881, -3.51338888077688472 50.73161186456968608))",Speed Limits-3000
"MultiLineString ((-3.5128308811041693 50.73122566537831091, -3.51329548125139413 50.73118966564744881),(-3.51329548125139413 50.73118966564744881, -3.51373138140115016 50.73114766592527758))",Speed Limits-3001
"MultiLineString ((-3.50563967858161041 50.7324705604526045, -3.50563617864028965 50.73238816059890866),(-3.50563617864028965 50.73238816059890866, -3.50539677864821941 50.73232326065368625, -3.50528047864860648 50.73229576067204505, -3.50515857864276814 50.7322753606759278, -3.50506607860908836 50.7323022606054792))",Speed Limits-3047
"MultiLineString ((-3.53113976161308685 50.80851446993167997, -3.53111516175884343 50.80842876998883639, -3.53096716191977888 50.8083274700495835, -3.53081766208487258 50.80822367011062113))",Speed Limits-3065
"MultiLineString ((-3.49815747067561711 50.71329036071043816, -3.49843147090815565 50.71352516105967823, -3.49855267100138922 50.7135686611170442),(-3.4987146710658048 50.71334066070063074, -3.49849277087082067 50.71312456037038174, -3.49838187080722784 50.71318026048609795, -3.49835367079442827 50.71321286054620003),(-3.49835367079442827 50.71321286054620003, -3.49815747067561711 50.71329036071043816))",Speed Limits-3091
"MultiLineString ((-3.49924377145271004 50.71344116079431785, -3.49920517142118292 50.71342136076447815, -3.49913907136510494 50.71337776069651682, -3.49906837130845139 50.71334346064675458, -3.49898747125283105 50.7133422606580524, -3.49893917122110176 50.71334806067633139, -3.49892807121382932 50.71334956068081112, -3.49891557120615282 50.71335336068954547, -3.49889487119421894 50.71336336071054518, -3.49883177115581301 50.71338526075912512, -3.49874987110702218 50.71341986083231745, -3.49862427103229257 50.71347686094973284, -3.4985809710106639 50.71351766102592507, -3.49855267100138922 50.7135686611170442),(-3.49950967162088755 50.71338276064600592, -3.4994707715983675 50.71339876068174846, -3.49932357150727036 50.71343906077837005, -3.49924377145271004 50.71344116079431785),(-3.49975457176073279 50.71328166041634944, -3.49950967162088755 50.71338276064600592),(-3.50013757204427201 50.71335686049506819, -3.50010147200740773 50.71331686042365305, -3.50000887191374099 50.7132141602421882, -3.49993857186372237 50.71320566023894827, -3.49988787183554928 50.71322666028838455),(-3.49988787183554928 50.71322666028838455, -3.49975457176073279 50.71328166041634944))",Speed Limits-3092
"MultiLineString ((-3.47644227298158404 50.71380307750872873, -3.47634107313553287 50.71368597759968821),(-3.47634107313553287 50.71368597759968821, -3.47631477317452786 50.71367387763716295),(-3.47631477317452786 50.71367387763716295, -3.47619977334619268 50.71356117775221861),(-3.47619977334619268 50.71356117775221861, -3.47619197335772157 50.71355457776073905),(-3.47619197335772157 50.71355457776073905, -3.47605717355567378 50.71344827791201482),(-3.47605717355567378 50.71344827791201482, -3.47600147363690404 50.71339677796710532))",Speed Limits-3094
"MultiLineString ((-3.50341377985561886 50.72258267004190202, -3.5034052798201949 50.72254567002854486, -3.50339067977184149 50.72249717000860869, -3.50336227973551617 50.72247226998302949, -3.5032777796514547 50.7224269699127035))",Speed Limits-3098
"MultiLineString ((-3.50853927930798237 50.71862337137837073, -3.50854477957467203 50.71893367157583299, -3.5086204797179299 50.71905437168535968))",Speed Limits-3103
"MultiLineString ((-3.50915997927049172 50.71818927133526245, -3.50903567919975501 50.71818417128586276, -3.50876307905545382 50.71818567118605614, -3.50867607901402101 50.71819157115764654, -3.5086305790142136 50.71822037115911286, -3.50862307905289406 50.71827057118825621))",Speed Limits-3104
"MultiLineString ((-3.47912786964717879 50.71144367171916656, -3.47906006975241633 50.7113736717908381, -3.4789885698643781 50.7112925718619465, -3.47889567000194333 50.71121397196355929, -3.47886657004129018 50.71120377200129781, -3.47881317011335867 50.7111851720704081))",Speed Limits-3182
"MultiLineString ((-3.46170947425967768 50.7422272669904828, -3.46168907426167527 50.74225786699923191, -3.46165797427053068 50.74232026701475462, -3.46163727428162638 50.74237586702695779, -3.46169527441732594 50.7426806670582593, -3.46169997443336674 50.74271946706285519, -3.4616762744328069 50.74274586707129231, -3.46164497442563857 50.74276286707986117, -3.46159597440884204 50.74277396709103982, -3.46147647436026329 50.74277986711530986, -3.46122987426007889 50.74279196716519635, -3.46096287415158654 50.74280436721885934, -3.46084857410306101 50.74280416724116094, -3.46072997404424632 50.74278256726197611),(-3.46072997404424632 50.74278256726197611, -3.46071737401851953 50.74273126725893945, -3.46071287397672389 50.74263076724906796, -3.46070157388571076 50.7424139672281953, -3.46071817387079506 50.74235806721872422, -3.46074677387032725 50.74232506720910862))",Speed Limits-3185
"MultiLineString ((-3.50261957731460649 50.73472225918452239, -3.50258537732336128 50.73454125886430433, -3.50255467733029313 50.73438115858004949))",Speed Limits-3191
"MultiLineString ((-3.50247767402225252 50.71474866375373836, -3.50268857418335378 50.71486526407560547, -3.50273527421929964 50.71489216414872914, -3.5029268743576103 50.71497726439663722, -3.50337807468192342 50.71517986497852348, -3.50363017486373529 50.71529886531112652, -3.50374047494656793 50.71536166547685553),(-3.50374047494656793 50.71536166547685553, -3.50391577503765461 50.71533976550018963, -3.50396827505349151 50.71529836543901837),(-3.50396827505349151 50.71529836543901837, -3.50402797504650509 50.71517456521971923, -3.50424327513569667 50.71507526511003761, -3.50435327518669881 50.71504046508570696, -3.50443387522787564 50.71502666509074686, -3.50448947526310794 50.71503836513529251, -3.50449897527631515 50.71506286518636131, -3.50448707527799508 50.71508916523249866, -3.50444557527017464 50.71513796531068152, -3.50436557524315484 50.71519426538868913, -3.50427957520624611 50.71522996542478978, -3.50417277515775316 50.71526566545328052, -3.50396827505349151 50.71529836543901837))",Speed Limits-3233
"MultiLineString ((-3.50665717625480999 50.71421196448173419, -3.50661307627123175 50.71435906473126209, -3.50640767631660522 50.71492696568661529))",Speed Limits-3234
"MultiLineString ((-3.50705977695863114 50.71590476771173428, -3.50725547694497575 50.71546196698566433, -3.5073498769364595 50.71523766661935895))",Speed Limits-3235
"MultiLineString ((-3.50641007654640768 50.71571856714162152, -3.5063453765511543 50.71585896737667554, -3.50631537655084236 50.71591506746938194, -3.50626667653057078 50.71593766749397503, -3.5061654764757022 50.71594086746455332, -3.50564207618611157 50.71593726727497398),(-3.50564207618611157 50.71593726727497398, -3.5053020759939133 50.71592176712682232, -3.50492397576177561 50.71584636685036429),(-3.50492397576177561 50.71584636685036429, -3.50493287575653989 50.71581386679141445, -3.5049737757579611 50.7157458666762011, -3.50501467575945425 50.71567786656129329, -3.50508937578893942 50.7156391665147126, -3.5052549757870346 50.71533336599578234, -3.50533587577738581 50.71515346568643423, -3.50542257576755922 50.71496076535668607, -3.50547037578549547 50.71493056531881649, -3.50557477584889199 50.71494416538603645),(-3.50557477584889199 50.71494416538603645, -3.50607507615205627 50.71500966570699376, -3.50628577626904958 50.71500156577540963))",Speed Limits-3236
"MultiLineString ((-3.50489007581499834 50.71607596727741907, -3.50487317579945223 50.71605596723338749, -3.50486647578623733 50.71602556717290611, -3.50490717577571553 50.71592046698604861, -3.50492397576177561 50.71584636685036429))",Speed Limits-3237
"MultiLineString ((-3.46597478069827281 50.73540646819125755, -3.46601508070360076 50.73539536818868356, -3.46599758073479514 50.73534996820552578, -3.46596878080788118 50.73524306824329244, -3.46606228081346002 50.73522576823483377))",Speed Limits-3270
"MultiLineString ((-3.46579957011238848 50.76198906501302588, -3.46591577013585272 50.76226926502499026, -3.46604787016054372 50.76247766501812464))",Speed Limits-3289
"MultiLineString ((-3.52475606250728379 50.80764316997958474, -3.52463206227412584 50.80777156991833721, -3.52448746204484475 50.80789656985827207, -3.52447606201843922 50.80791126985171502, -3.52439596188635518 50.80798346981808322))",Speed Limits-3301
"MultiLineString ((-3.32020297486795579 50.70722956663178138, -3.3204864749270957 50.70744446664049576, -3.32080447488896269 50.70763106668564291, -3.32111807483157007 50.70782156673324437, -3.3211772748379853 50.70787456673470928))",Speed Limits-3305
"MultiLineString ((-3.32020297486795579 50.70722956663178138, -3.32022387480173231 50.70719516665919713, -3.32027657469942028 50.70715316670404604, -3.32037307458330266 50.70712556675947269, -3.32058697437713235 50.70709926686323854, -3.320973173988234 50.70703296705836749, -3.32167267327208338 50.70687336742288664, -3.32206087285954377 50.70674636763681065, -3.32240827245403647 50.70657066784971789, -3.32262417221917827 50.70646446797748297, -3.32284547200552094 50.7063752680980997, -3.32311077173556635 50.70623286825342291, -3.32341807142933643 50.70604396843695127, -3.32373197118040142 50.70591086859710828, -3.32416887088738511 50.70576756879896863, -3.32427777082745424 50.70575016884239972, -3.3244104707647435 50.70575016888843578, -3.3246649706444793 50.70575016897679177, -3.3253606703095393 50.70571986922611529, -3.32558527021063677 50.70575696929451226, -3.32608976997477468 50.70586476944610155, -3.32630346986744252 50.70589156951599819, -3.32650526976422745 50.70590736958450151, -3.32669036966872556 50.70591746964839786, -3.32687406957646159 50.7059055697159593, -3.32712886945212727 50.70588006981071061, -3.32719996941713037 50.70587666983641384, -3.32726036938677616 50.70587666985778696, -3.32733076934953642 50.70588366988167195, -3.32740006931164389 50.70589416990461018, -3.32756476921531652 50.7059344699574126, -3.32772836911474368 50.70597947000993599, -3.3280207689043575 50.70611107009985119, -3.32807576886575784 50.70612897011800158, -3.32816796881361165 50.70612957015181621, -3.32842176874394413 50.70598967025826198, -3.32865236867284553 50.70590137034847089, -3.32869386864007044 50.70592127036161401, -3.32942126837393904 50.70578027062644111, -3.33021966816353565 50.70559857090428579, -3.33072376812008741 50.7054334710700445, -3.33142266800400666 50.70530267129172586, -3.33162536797356035 50.70526857135445198, -3.33172556794708186 50.70526137138602252, -3.33181876790880427 50.7052651714162721, -3.33193006785313894 50.70527687145308704, -3.33208696778214275 50.70528727150460924, -3.33215636774924162 50.70529277152758851, -3.33222106773593962 50.70528557154762694, -3.33229486775583039 50.70525327156762074, -3.33237506782315673 50.70518777158545731))",Speed Limits-3307
"MultiLineString ((-3.22537887373638732 50.8646185709056553, -3.22545107380146412 50.86454907085057187, -3.22576157398175045 50.86441697065927059, -3.22629977431540205 50.86419547033493416, -3.22636697437036091 50.86415367029158574),(-3.22636697437036091 50.86415367029158574, -3.22659337456127693 50.86401277014658717, -3.22687747484839749 50.8637945699580456),(-3.22687747484839749 50.8637945699580456, -3.22809687627564301 50.86285806918822061),(-3.22809687627564301 50.86285806918822061, -3.22886817734175002 50.86226566873442323, -3.23112798109109578 50.8606014675598388, -3.23166018257789833 50.8599097672876681, -3.23206518400457821 50.85923836708337831),(-3.23206518400457821 50.85923836708337831, -3.23241868474535421 50.8586524668909874))",Speed Limits-3315
"MultiLineString ((-3.46976457934840399 50.73766636759635418, -3.46980307936219035 50.73763286761930402, -3.46987717938300744 50.73758066765860519, -3.46992327940078171 50.73753686768800719, -3.47006007952146645 50.73724836784409575),(-3.47015857935030203 50.73763456770215186, -3.46976457934840399 50.73766636759635418))",Speed Limits-3325
"MultiLineString ((-3.46846487867515396 50.73907896678788632, -3.46848477863391569 50.7391621667615027, -3.46850397857889714 50.73927296672493981, -3.46851287855223767 50.73932676670707309, -3.46853717853075816 50.73937166669476539, -3.46917617858248439 50.73932136681570171),(-3.46832647911069181 50.73821686706698841, -3.46834797904578407 50.73834406702670208, -3.46845277871938817 50.73899056681737818, -3.46846487867515396 50.73907896678788632))",Speed Limits-3326
"MultiLineString ((-3.46820167883614605 50.73875086685619351, -3.46824677869949793 50.73901836677156751, -3.4682530786793242 50.73905806675882957, -3.46826017867486902 50.73906716675689665, -3.46826617867251352 50.73907206675622206, -3.46827777867056319 50.73907656675663702, -3.46829357866882138 50.73908096675780399, -3.46831657866795773 50.73908406676066107, -3.46834687866735791 50.73908706676480307, -3.46838657866815936 50.73908796677129374, -3.46846487867515396 50.73907896678788632))",Speed Limits-3327
"MultiLineString ((-3.48556767602894579 50.72925027062810699, -3.48468557577636906 50.72912427091902998, -3.48460597575488018 50.72911677094718641, -3.4845510757561784 50.72914307099368614),(-3.4845510757561784 50.72914307099368614, -3.48449617575488491 50.72910547094490852, -3.48426947583338098 50.72907847083058641))",Speed Limits-3400
"MultiLineString ((-3.48453167578207701 50.72918667102926804, -3.4845510757561784 50.72914307099368614))",Speed Limits-3401
"MultiLineString ((-3.50087037862423633 50.73080736177649896, -3.50079407862764391 50.73077786186307492, -3.50064667863089474 50.73072686202127812),(-3.50064667863089474 50.73072686202127812, -3.50048587862475946 50.73069216216644151, -3.50027127861192433 50.73065476234737758, -3.49896617854903846 50.73031976351142447, -3.49863357852755374 50.73022566379835752, -3.49840097852491416 50.73011056404028807, -3.49820077853370126 50.7299636642864229, -3.49802997853846609 50.72983836449037653))",Speed Limits-3411
"MultiLineString ((-3.51137608016322655 50.73180486343242279, -3.51114558010193534 50.73182116332150571, -3.5109890800558663 50.73183676323591129))",Speed Limits-3430
"MultiLineString ((-3.48118537567703346 50.72544926656725295, -3.48126467548261243 50.72534016663122713, -3.48130357542904889 50.72531786665111753, -3.48142757533574931 50.72530386669575364))",Speed Limits-3437
"MultiLineString ((-3.47263138062370436 50.72584956336162065, -3.47259408064185315 50.7259793634590892),(-3.47309488036782188 50.72568026340130842, -3.47302318040784508 50.72568926338029627, -3.4728390805103575 50.72571236332628075, -3.47266038060927462 50.72574846328569009, -3.47263138062370436 50.72584956336162065))",Speed Limits-3440
"MultiLineString ((-3.60551356739913231 50.80048757090255407, -3.60512296756146045 50.80055647085101356))",Speed Limits-3507
"MultiLineString ((-3.60244847308414107 50.84016397050606884, -3.60215877262382067 50.84029997037820436))",Speed Limits-3511
"MultiLineString ((-3.61066617415366364 50.8436247727805366, -3.6104057739788824 50.84380317265227944))",Speed Limits-3514
"MultiLineString ((-3.6078060727295127 50.84492197140642844, -3.60790007274037317 50.84473567146908835, -3.60791427273552623 50.84466217148374767, -3.60788447271369783 50.84460737147707476, -3.60784437268209368 50.84452367146926832, -3.6078383726563743 50.84438047148319839))",Speed Limits-3516
"MultiLineString ((-3.47657956914333521 50.7973010627129824, -3.47676536925629298 50.79717726279989165, -3.47699066937833079 50.79703146290326998, -3.47732866932392737 50.79691616292110012, -3.47764076894680629 50.79695786273119751, -3.47820096835649784 50.79699446244190142, -3.47835546798425543 50.79710436221504466),(-3.47835546798425543 50.79710436221504466, -3.47846596758891247 50.79724546195915735))",Speed Limits-3565
"MultiLineString ((-3.47835546798425543 50.79710436221504466, -3.47851156787867399 50.79708746217282567))",Speed Limits-3566
"MultiLineString ((-3.49668577799353164 50.73139196409183427, -3.49675217797324533 50.73152376394838114, -3.49683857796745601 50.73158686383774096, -3.49695587796689233 50.73163296371482289, -3.4972352779818312 50.73165986348137579, -3.497390177993974 50.73165676336562058, -3.49751907800676154 50.73164346327816787, -3.49761017801761875 50.73162716322236321, -3.4976971780282895 50.73161116316981634))",Speed Limits-3588
"MultiLineString ((-3.62893337572188512 50.4911846626218761, -3.62880297585437761 50.49113396262771403),(-3.62880297585437761 50.49113396262771403, -3.62864177600326299 50.49105376265260503, -3.62885917554343473 50.4907987629672661),(-3.62885917554343473 50.4907987629672661, -3.62896267532888439 50.49067746311550309))",Speed Limits-3607
"MultiLineString ((-3.67184516021793561 50.35786847053859105, -3.6718581600771798 50.3580240705485096, -3.67190425993569125 50.35820067056720006, -3.67195185972360916 50.35845437059109031, -3.67191945935690844 50.35882197060142573, -3.67166345956917617 50.35911377047611381, -3.67134505998950056 50.35938177030914886, -3.67124435998498067 50.35940457027488293),(-3.67230326096778148 50.35732357059691111, -3.67216466090687854 50.35731367057113772, -3.67202616079279931 50.35736077054868076, -3.67194416066938922 50.35744737053803277, -3.67184516021793561 50.35786847053859105),(-3.67228186159006764 50.35663437054542158, -3.6722832615486114 50.35668017054879186, -3.67230326096778148 50.35732357059691111),(-3.67318006249156959 50.35605497060677749, -3.67257766213703185 50.35617417054892542, -3.67249916208447047 50.3561958705413133, -3.67233016197038742 50.3562426705243098, -3.67228416188168838 50.35631797052386105, -3.67226636183142396 50.35636427052475028, -3.67227236169429494 50.35651627053596258, -3.67228186159006764 50.35663437054542158),(-3.67607546405919416 50.3554620707712175, -3.67583726357235641 50.35607287091144002, -3.67576256352386865 50.35609967090980632, -3.67533296339940385 50.35602217084216647, -3.67471186316310661 50.3559983707683827, -3.67318006249156959 50.35605497060677749),(-3.67318006249156959 50.35605497060677749, -3.67331766257262116 50.35602587061868007),(-3.67331766257262116 50.35602587061868007, -3.67602876404781531 50.35545307076497323, -3.67607546405919416 50.3554620707712175))",Speed Limits-3622
"MultiLineString ((-3.83296105710251345 51.22865925742777193, -3.83304035703462898 51.22857275723637827))",Speed Limits-3636
"MultiLineString ((-3.83476835498299007 51.22188164974511437, -3.8346013548379716 51.22178984963011317, -3.83472275491359849 51.22173074969819595))",Speed Limits-3644
"MultiLineString ((-3.50255877186055953 50.68138086726412439, -3.50259267203196201 50.68158646703547277),(-3.50224297082014635 50.6801664686365001, -3.50255877186055953 50.68138086726412439),(-3.50216947064872564 50.67996966887096733, -3.50218707067490387 50.67999516884511735, -3.50224297082014635 50.6801664686365001),(-3.50207047052202514 50.67985436898056406, -3.50209707056330632 50.67989666893360834, -3.50212747059731422 50.67992476891057407, -3.50215787063154371 50.67995286888816509, -3.50216947064872564 50.67996966887096733),(-3.50201387043640011 50.67976636908019827, -3.50207047052202514 50.67985436898056406))",Speed Limits-3739
"MultiLineString ((-3.501978070489288 50.67987476889572918, -3.50207047052202514 50.67985436898056406))",Speed Limits-3740
"MultiLineString ((-3.5025492708529038 50.67998356908977087, -3.50259677098604705 50.68013416892429035, -3.50224297082014635 50.6801664686365001))",Speed Limits-3741
"MultiLineString ((-3.50290097214327867 50.68144716757275603, -3.50286287204894586 50.68135676763729691),(-3.50286287204894586 50.68135676763729691, -3.50255877186055953 50.68138086726412439))",Speed Limits-3742
"MultiLineString ((-3.50285337199268776 50.68129056770637675, -3.50286287204894586 50.68135676763729691))",Speed Limits-3743
"MultiLineString ((-3.47866597898328545 50.73921926842452734, -3.47852007899272664 50.73900576857106159, -3.47850317899286177 50.73899706857508107, -3.47848417899252427 50.73899456857373025, -3.47845337899151597 50.73899686856650959, -3.47816737897664385 50.73907916845189447))",Speed Limits-3747
"MultiLineString ((-3.47868987887688386 50.74094446703644934, -3.47879567887779428 50.74113386689222693, -3.47903017890790478 50.74109246694531095))",Speed Limits-3752
"MultiLineString ((-3.50281698189532165 50.72569956977407202, -3.50273268177319785 50.72583756948878886, -3.50266748168792486 50.72592916929201579, -3.5026064815894169 50.72605066905705939, -3.50253528138957249 50.72635266855331793))",Speed Limits-3763
"MultiLineString ((-3.50480428221211815 50.72686106975807263, -3.50509368236853636 50.72683677004742719, -3.5054648825595387 50.72682087039382282),(-3.5054648825595387 50.72682087039382282, -3.50580908273489689 50.72680937071032758, -3.50647788308401864 50.72677787134499994, -3.50680368324421909 50.72677617162973718, -3.50711648339816007 50.72677447190336864, -3.50724128344781327 50.72678827198415519))",Speed Limits-3775
"MultiLineString ((-3.60178777784907478 50.60538346962029266, -3.6018927778699994 50.60555136951141719),(-3.60168357782137161 50.6051656697670893, -3.60177357783343899 50.60525826970309993, -3.6017678778431983 50.6053367696512808, -3.60178777784907478 50.60538346962029266))",Speed Limits-3824
"MultiLineString ((-3.66218307151891409 50.78994236614475, -3.66201537166136415 50.78992596611990251))",Speed Limits-3880
"MultiLineString ((-3.66056707290787031 50.78973086592116459, -3.6612954722874691 50.78982086600877466, -3.66201537166136415 50.78992596611990251),(-3.66065807276789901 50.78987676596930356, -3.66061617281568186 50.78984576595674838, -3.66056707290787031 50.78973086592116459))",Speed Limits-3881
"MultiLineString ((-3.5094439785112983 50.71689617022038021, -3.50949437854160706 50.71691017025917603, -3.50959307860326097 50.71694737035135603, -3.5096848786699022 50.71702197050370842, -3.50972907871977524 50.71713417070436236, -3.50973477876814544 50.71724187085556679, -3.50972427882577831 50.71731587090655324, -3.50968377886738025 50.71738977094828016, -3.50958987888257479 50.71746597097469333, -3.50957867892132791 50.71751837100886462, -3.5096381790126725 50.71758827107798595, -3.50964787909073994 50.71767367114284752, -3.50960997912992045 50.71774317118055109, -3.50955787913735806 50.7177843711927423, -3.50947347912276753 50.71781997118965535, -3.50940297910365206 50.71784157118096914, -3.50922987901609096 50.71784707112581714))",Speed Limits-3919
"MultiLineString ((-3.4923181774548131 50.72890476763637935, -3.49194587736155793 50.72883106779461571, -3.49184207736561758 50.72916106780812839, -3.4917811773807208 50.7294742678111561))",Speed Limits-3922
"MultiLineString ((-3.49063807712837049 50.72933236834919768, -3.49068207712623213 50.72925916832400617, -3.49082047712250354 50.72903236825035123, -3.49086477711895382 50.72893816822757174, -3.49088057711741673 50.72890196821961695))",Speed Limits-3924
"MultiLineString ((-3.49102847710838038 50.72857736815250007, -3.49100737710975206 50.72862696816142858, -3.49089147711684467 50.728879968214315, -3.49088057711741673 50.72890196821961695))",Speed Limits-3925
"MultiLineString ((-3.47748767927398639 50.73628927043900205, -3.47745337927019671 50.73634877038413293, -3.47744927926771519 50.73637317036458683, -3.47744197926621235 50.73639137034876967, -3.47743267926170629 50.736436970311793, -3.47742417925709191 50.73648247027517755, -3.47739507925508118 50.73651937023918634))",Speed Limits-3944
"MultiLineString ((-3.54437298204396489 50.74129457222365147, -3.54410688184086142 50.7413468721051828, -3.54387628166365776 50.74139127200334087, -3.54355698141800168 50.7414491718634082, -3.54341008130892821 50.74146877179899207, -3.54325558120374939 50.74147537173045919, -3.54316328115338042 50.74146197168827399, -3.54307808111477041 50.74143907164834388, -3.5429486810655475 50.7413923715864712, -3.54286648107005853 50.74131557154282746, -3.54282718106978223 50.74128257152210608, -3.5426867810853726 50.74114517144545999, -3.54251318106836255 50.74102757135397468),(-3.5445373821811712 50.74124127229683268, -3.54437298204396489 50.74129457222365147),(-3.54499758255011965 50.74110527250530822, -3.54471408233226848 50.74117527237606851, -3.54463778226755721 50.74120327234173544, -3.5445373821811712 50.74124127229683268),(-3.54517518321957459 50.74010767258642574, -3.54542448307331437 50.7406273727060082, -3.54544188305627683 50.74067777271383761, -3.54544468304024729 50.74071057271484619, -3.54545408302288001 50.74075317271890384, -3.54545148299739177 50.74079767271724251, -3.5454398829678424 50.74083967271138107, -3.54541498292834989 50.74088507269929238, -3.54535688286493134 50.74093707267173414, -3.54525908277680735 50.74098897262594932, -3.54512838266652519 50.74104287256537305, -3.54499758255011965 50.74110527250530822),(-3.54251318106836255 50.74102757135397468, -3.54239858106482908 50.74094247129195878, -3.54219328105936127 50.74079387117944862, -3.54214738106856242 50.74074857115258652, -3.54210198109537444 50.74068227112336871, -3.54206828117223083 50.74056337109334436, -3.54202878124799803 50.74044257105999378))",Speed Limits-3984
"MultiLineString ((-3.54499758255011965 50.74110527250530822, -3.54500988255590377 50.74110847251099443, -3.54503088255189081 50.74113827252084974, -3.54504388254107417 50.74117137252699195, -3.54504458252553389 50.74119937252746837, -3.54502648250209162 50.74122047251933765, -3.54499528246851181 50.74124467250525328, -3.54495068243115563 50.74126047248510218, -3.54489388239064285 50.74126827245939353, -3.544836982352916 50.74127107243359802, -3.5447064822748966 50.7412631723741967, -3.54462998223533443 50.74124847233911595, -3.5445373821811712 50.74124127229683268))",Speed Limits-3985
"MultiLineString ((-3.54405448220356112 50.74073867205554933, -3.54406148220106543 50.7407488720592994, -3.54411728222230327 50.74076707208644166, -3.54414088222562151 50.74078367209828855, -3.54419518218946727 50.74089057212794529, -3.54421818216404727 50.74095217214097886, -3.54425138213255453 50.74103347215930171, -3.54437298204396489 50.74129457222365147),(-3.54442558345024317 50.739085272183857, -3.54444668342698943 50.73913837219666334, -3.54442488340401596 50.73915917218560878, -3.54441538339033935 50.73917407218094411, -3.54440808337980062 50.73918557217742631, -3.54428228328409523 50.73924437211244509, -3.544249283229993 50.73930507209709617, -3.54423248317041439 50.73938607209113627, -3.54424598315117034 50.73942657209966001, -3.54432508297506299 50.73976717215217036, -3.54442558270639196 50.74028237221831716, -3.54444338262880532 50.74042347223104343, -3.54444028261264155 50.74044667223019189, -3.5444337826009007 50.74045967222740927, -3.54442918259257267 50.74046887222546331, -3.54440728256955984 50.74048577221534373, -3.54438648255251243 50.74049407220551444, -3.54434358252225934 50.74050327218509437, -3.54402168229681092 50.74056647203242676, -3.54400908228430334 50.74057447202672932, -3.54399938227128342 50.74058577202254838, -3.54399848225824421 50.74060487202300607, -3.54401898223774525 50.74065437203498874, -3.54405448220356112 50.74073867205554933))",Speed Limits-3986
"MultiLineString ((-3.51147167932433169 50.71557006872989604, -3.51159607940303919 50.71561606884828421))",Speed Limits-3988
"MultiLineString ((-3.5103910786221828 50.71512306759989741, -3.5104043786520851 50.71522326776924672))",Speed Limits-3990
"MultiLineString ((-3.50964767275859835 50.76431736544117257, -3.50957357272752457 50.76416266536624988))",Speed Limits-3991
"MultiLineString ((-3.50957357272752457 50.76416266536624988, -3.50865067218404958 50.76447216476515933))",Speed Limits-3992
"MultiLineString ((-3.513239475167929 50.76807876945443354, -3.51199297394737897 50.76930246881744324, -3.51169927379867941 50.76944166859380658, -3.51131247366610921 50.76941536821466627, -3.51058677340491476 50.76938966751362869))",Speed Limits-3993
"MultiLineString ((-3.43130767542329407 50.64763527597231274, -3.43150877537423549 50.64772747585351453, -3.43159967533122634 50.64784197575317393, -3.43164487530166085 50.64792737568433978))",Speed Limits-4028
"MultiLineString ((-3.43169237545127048 50.64738407600828651, -3.43170287543314512 50.64744337596803803, -3.43169217541759464 50.64750207593421294, -3.43170687540596742 50.64753697590790438, -3.43175847539181333 50.64756607587378312))",Speed Limits-4029
"MultiLineString ((-3.49023057834166384 50.68208076667460915, -3.49044067820801374 50.68209236661841288, -3.49057067812385613 50.68206766662260776, -3.49073207801614327 50.68198756668927984, -3.49092517788607992 50.68189856676240623, -3.49102497781906251 50.68186456678593288))",Speed Limits-4039
"MultiLineString ((-3.48978338692965195 50.68205117177173236, -3.49023057834166384 50.68208076667460915),(-3.4893647788950064 50.68202346691455062, -3.48978338692965195 50.68205117177173236))",Speed Limits-4040
"MultiLineString ((-3.48873627929871732 50.68200596705820971, -3.48883697923435543 50.6819968670487313, -3.48893767916965913 50.68199686702903506, -3.48902447911390956 50.68199596701309417, -3.4893647788950064 50.68202346691455062))",Speed Limits-4041
"MultiLineString ((-3.48837957952101219 50.68212786699304928, -3.48873627929871732 50.68200596705820971))",Speed Limits-4042
"MultiLineString ((-3.48837957952101219 50.68212786699304928, -3.48822237961917692 50.6821574669923578, -3.488086779705176 50.68215886701855055, -3.48790577982093186 50.68214776706756197, -3.48764977998618431 50.68211896715055076, -3.48739908014906508 50.68208706723495993, -3.48725288024303959 50.68208116727045365, -3.48712608032351179 50.68208536729147085))",Speed Limits-4043
