wkt_geom,UniqueID
"MultiLineString ((-4.01135497005623343 51.06372166329387596, -4.01163447014154961 51.0637169634407968))",Speed Limits-10548
"MultiLineString ((-3.65952066266003273 50.57382347679421031, -3.6597630622016375 50.57402137707139644, -3.65942056235869462 50.57427487679662903, -3.65919396251444917 50.57439097659882066, -3.65891416296876271 50.57424447629620801, -3.65889226305413118 50.57417677626229136, -3.65935886282426948 50.5738432766445456, -3.65952066266003273 50.57382347679421031),(-3.65969016263114133 50.57364947691505108, -3.65952066266003273 50.57382347679421031))",Speed Limits-10556
"MultiLineString ((-3.32886217320915812 50.63056877006268053, -3.32897937310039538 50.63074647025271702),(-3.32840627355008012 50.63063657000088824, -3.32877667327390503 50.63056777003875197, -3.32886217320915812 50.63056877006268053))",Speed Limits-10571
"MultiLineString ((-4.04176267848182569 51.01869556278208506, -4.04177657845166216 51.01872066278355078, -4.04197957807663055 51.01902866280028093, -4.04203427797775205 51.01911156280588244, -4.04202967788372991 51.01920866282171119))",Speed Limits-10579
"MultiLineString ((-4.03514706965509706 51.07131747108897457, -4.03513786969118637 51.07140657111185789, -4.03505606972242603 51.07154177115734939, -4.03493926979716289 51.07179717123914031))",Speed Limits-10583
"MultiLineString ((-3.47381557445871803 50.64160457127878345, -3.47408957424990117 50.64178417155753209))",Speed Limits-10602
"MultiLineString ((-3.3681459639360618 50.76642576447872557, -3.36823316389528227 50.76655886454854993),(-3.36580446532778765 50.76576696470791461, -3.36610546517119014 50.76576246462215636, -3.36641786498499096 50.76580316455454067, -3.36673916477359292 50.76587766450117556, -3.3669959645866947 50.76596426447230925, -3.36725076437519322 50.76608896446348496, -3.36764636402508 50.76630276446231704, -3.3677610639325013 50.76634676445360128, -3.36794546387486449 50.76636386443215798, -3.36807416392972669 50.76637906445036208, -3.36813256394236893 50.76640526446778523, -3.3681459639360618 50.76642576447872557),(-3.36553826545579859 50.76579406479427092, -3.36580446532778765 50.76576696470791461))",Speed Limits-10613
"MultiLineString ((-3.45343007394631529 50.78683556943083488, -3.45354817399081249 50.78705106937695035, -3.45388077414656491 50.78765036924112763, -3.45423747434981099 50.78836526910945537, -3.45441317446808416 50.78873046905302857, -3.45450967453594604 50.78895516902202445, -3.45456467458533867 50.78900686901452133, -3.45461227463067511 50.78903226901046253))",Speed Limits-10625
"MultiLineString ((-3.29199357969481277 50.89833306916938938, -3.29191237968075434 50.89837716921140753, -3.29169767964675852 50.89849086932046163, -3.29143357961040195 50.89863006945317636, -3.29123377958455166 50.89875946956576769, -3.29097497955374907 50.89897346973523184, -3.29081387954041471 50.89908526982843284, -3.29044927952163935 50.89931647002581627))",Speed Limits-10628
"MultiLineString ((-3.81322276130288573 50.69887176124801442, -3.81311936147218056 50.69862776126201709, -3.813082861625682 50.6983555612777792, -3.81318216198062965 50.69756116133134327, -3.81339896224794828 50.69683326139574575))",Speed Limits-10633
"MultiLineString ((-3.58743997865712005 50.38175066369755939, -3.58748857862584369 50.38175626373203642, -3.58757627858878569 50.38174846381972571, -3.58789087846836541 50.38170816414850606, -3.58795287843985866 50.38170456420692744, -3.58799937841795824 50.38170236425000326, -3.58804277839017427 50.38170726428109703, -3.58813087832623401 50.38172446433504348, -3.58821307825265379 50.38175396436885478, -3.58829027818684754 50.38177876440513359, -3.58852847799243646 50.38184806453088527, -3.58874457783402701 50.38189476466963157, -3.58879177780799896 50.38189666471010497, -3.58897927770298519 50.38190586486933142, -3.5892959775289337 50.38191846514295946, -3.58941827745600017 50.38192926524298798, -3.58957297735472247 50.3819524653608255, -3.58970207725703405 50.38198576544684215),(-3.58727047895876305 50.38155546383622152, -3.58735687880195364 50.38165736376035397, -3.58738377873569547 50.38170526371408187, -3.58740477869428975 50.38173326369187777, -3.58743997865712005 50.38175066369755939))",Speed Limits-10634
"MultiLineString ((-3.60502156755956049 50.34760016365947166, -3.60487656768458731 50.34754576357593692),(-3.60487656768458731 50.34754576357593692, -3.60483046782869598 50.34745646358839366))",Speed Limits-10635
"MultiLineString ((-3.73796006622226251 50.4735131648772537, -3.73775446621517116 50.47352266479416727, -3.73762936624341524 50.47356986472615148, -3.73722866642556228 50.47383136445504448, -3.73670886668904334 50.47418766407788837, -3.73657286671345323 50.47422406400295358, -3.73626526666557757 50.4741820638930534),(-3.73841606622456535 50.47347336506779669, -3.73827926622847073 50.47349156500841616, -3.73810086622397053 50.47350236493571174, -3.73796006622226251 50.4735131648772537),(-3.74029326629446146 50.47337556581282314, -3.74019636629557262 50.4733881657728034, -3.73998386628296187 50.47339326569099427, -3.73970696625157339 50.47337826559077456, -3.73934436621663613 50.47336806545722254, -3.73908446620683232 50.47338206535449956, -3.73878356620175811 50.47340626523227058, -3.73856226621375987 50.47344466513428074, -3.73841606622456535 50.47347336506779669),(-3.74226376590298937 50.47245676670295467, -3.74175206599965815 50.47271106648836536, -3.74091406615309818 50.4730835661157613, -3.74058356623057398 50.47324526595546246, -3.74045836626867212 50.47331786589017355, -3.74035286629378039 50.47336776583740914, -3.74029326629446146 50.47337556581282314))",Speed Limits-10636
"MultiLineString ((-4.03860266599141937 50.70818136734831683, -4.03831836587861481 50.7079469672587706),(-4.03831836587861481 50.7079469672587706, -4.03862866619049576 50.70787596727677027),(-4.03862866619049576 50.70787596727677027, -4.03895526650023307 50.70782276730094651),(-4.03895526650023307 50.70782276730094651, -4.03921376674338717 50.70777706731912815, -4.03931566684337362 50.70774816732362922))",Speed Limits-10654
"MultiLineString ((-3.40972087181251338 50.86570686697419319, -3.40955877167931831 50.86592696711415584, -3.40945207157470742 50.8660873672165863, -3.4093272714518994 50.86627366733880962, -3.40930107123620019 50.86650336745974954, -3.40927157110629286 50.86664806753998391, -3.40920317096463954 50.86682246764702597, -3.40916297080570807 50.86700016774891253, -3.40915887061475242 50.86723546785531624, -3.40919277061409609 50.86739786786735351, -3.4092648705944697 50.86755456786598728, -3.40937747055912643 50.86776786785864601, -3.40947137054403759 50.8681495678793496, -3.40963497048223996 50.86842466786056605, -3.40971677045755106 50.86867686786541753, -3.40975007045463174 50.86889536788218891, -3.40980797044486961 50.86922616790434404, -3.40986027042404682 50.86935316790178518, -3.40988987040922087 50.86937826789429096),(-3.4097626721538532 50.86533516679244826, -3.4097737720996526 50.86538466681337667, -3.40977357196207187 50.86552576687891758, -3.40976737189716594 50.86559556691259587, -3.40975177185770884 50.86564426693846741, -3.40972087181251338 50.86570686697419319),(-3.40412948278873095 50.85899616237409049, -3.40419688245355045 50.85923046259259195, -3.40423918224509414 50.85937646272773804, -3.40428638200748068 50.85954406288148277, -3.40440468147414421 50.85991446322005061, -3.40442818118289336 50.86014356341744502, -3.4044412809436535 50.86033586358138336, -3.40445908061174274 50.86060316380866908, -3.40450868036950105 50.86077646396083196, -3.40458037998065377 50.86106056420649679, -3.40470777956939497 50.86133236444451455, -3.40474877941125165 50.86144216453838141, -3.40478687935372371 50.86146866456336824, -3.40487807927108888 50.86148556458495307, -3.40538507885105224 50.86154736467609183, -3.40616907825057114 50.86160376478014911, -3.4064078780576863 50.86163056481734657, -3.40660277781936749 50.86172596489762299, -3.40683477743944696 50.86192916504998607, -3.40695947719070213 50.8620806651571371, -3.40700317708559997 50.86215056520516953, -3.4070345769760837 50.86223216526000357, -3.40701447685391212 50.86235656534133653, -3.4069634767403767 50.86249116542929727, -3.40686557657939426 50.86269606556502509, -3.40686027651052115 50.86276206560926028, -3.4068776764411477 50.86281536564480632, -3.40695477628825882 50.86291076570743996, -3.40734837551703196 50.86339776601091245, -3.40743427540661648 50.86345196604077756, -3.40765557518775442 50.86353146607775244, -3.40779367500941932 50.86362126612382895, -3.40796937465875693 50.86385486625058405, -3.40813497437986701 50.86402846633770025, -3.40843337388555412 50.86433906648324665, -3.40867477355243764 50.86453036655893101, -3.40888647327446392 50.86468716661413936, -3.40931577275274034 50.86497136669498076, -3.40955837244448867 50.86515006674173378, -3.40970067226582163 50.8652543667660737, -3.40973107221764504 50.86528706677586342, -3.4097626721538532 50.86533516679244826))",Speed Limits-10662
"MultiLineString ((-3.27045427446314774 50.82549296660091187, -3.27078737465883496 50.82554086656462289, -3.27139647505819742 50.82548566644201316, -3.27096707520746266 50.82599046661204767))",Speed Limits-10709
"MultiLineString ((-3.52499887473156681 50.75256907346194879, -3.52494717467862539 50.7525483734712779, -3.52487207461116592 50.75253827347563629, -3.52474917451906844 50.75256007346447262, -3.52434597421456886 50.75262497342858836, -3.52395747391129088 50.7526654734024163, -3.52359607361334914 50.75267067339442661, -3.52311157319826496 50.75264697340164588, -3.52268337282465716 50.75261397341689928, -3.52235077251909479 50.75256027344839538, -3.52187207203944519 50.75241207354665818, -3.52150587165422202 50.75226927364941787, -3.52130147145075556 50.75221217369355742, -3.52101237116856058 50.75214287375028732, -3.52068367087011502 50.75210537378642073, -3.52054967076345582 50.75211657378110885, -3.52033647060357868 50.75215127375884805, -3.52002857038962613 50.75222937370205756))",Speed Limits-10715
"MultiLineString ((-3.40006757817136229 50.73122426848082256, -3.4000962782591575 50.73140436847796764, -3.40010067828362761 50.73146176847739497),(-3.39989327786715734 50.73073356850270699, -3.40000737804676412 50.73100476848738083, -3.40006027814920531 50.73117856848170248, -3.40006757817136229 50.73122426848082256))",Speed Limits-10751
"MultiLineString ((-3.41549786930806176 50.73582267046924699, -3.41542736923774815 50.73606097044801544, -3.41535856921922143 50.73619567043541423))",Speed Limits-10781
"MultiLineString ((-3.1930138792811058 50.81172947244631644, -3.19382547934194028 50.8113507724634843, -3.19435547941802023 50.81110007241550619, -3.19487037972625831 50.81052927215234405, -3.19552887981251654 50.81036307202812452, -3.1959861798982967 50.81023097190747251, -3.19642618006320722 50.81001527170089105, -3.19684988015052385 50.80991477156411662, -3.19708468015181335 50.80991787153556771, -3.19745738011331859 50.80996737153425613, -3.19768548012653619 50.80995597149424725, -3.1979040801848857 50.80989747140492341, -3.19818218029398516 50.80979137124990075))",Speed Limits-10799
"MultiLineString ((-3.53276508320792315 50.67258656556509067, -3.53272698316838474 50.67259146556513372, -3.53263168306961672 50.67258626552166589, -3.5325466829816361 50.67257066545602839, -3.53247088290332512 50.67254106535949632, -3.53232948275791969 50.67243066504794768, -3.53198528240436493 50.67219556439292205, -3.53192378234123661 50.67215796428939001, -3.53185448227007015 50.67212166418785557, -3.53175018216275083 50.67208686408281437, -3.53165228206177018 50.67207356402990115, -3.53157718198410286 50.67207876402484601, -3.53147808188140822 50.67209616404178973, -3.53127888167439119 50.67216086414028098, -3.5311031814913818 50.6722338642582173, -3.53087788125698143 50.6723018643473111, -3.53071158108437588 50.67232566435338015),(-3.53299798344988947 50.67250356542834311, -3.53298428343562287 50.67251496545314637, -3.53294688339668461 50.67254106550786474, -3.53289968334764959 50.67256046554221172, -3.53281458325930364 50.67258026556513073, -3.53276508320792315 50.67258656556509067),(-3.53312638358378717 50.672334465032975, -3.53299798344988947 50.67250356542834311))",Speed Limits-10821
"MultiLineString ((-3.43202227516454306 50.64825247532443342, -3.43185717518990696 50.64823177540720422, -3.43179047520609792 50.64820257545376592, -3.43164137523620028 50.64815837554247224, -3.43149197527412486 50.64808647564552047, -3.431468075288997 50.64804397567999672, -3.43147857529854727 50.64800607569842583, -3.4315384753045004 50.64796067570311067, -3.4315868753042893 50.64794167569677086, -3.43164487530166085 50.64792737568433978))",Speed Limits-10859
"MultiLineString ((-3.40018057684038411 50.67613836378878744, -3.40019547669804689 50.67604566366312469, -3.40021167652014356 50.67592946350582395, -3.40021237648795349 50.67590796347742099, -3.40021007645731954 50.67588686345052196, -3.40019827635908234 50.67581816336452505))",Speed Limits-10872
"MultiLineString ((-3.39528087752703023 50.67316366660091376, -3.39529037752717633 50.67320466656924083, -3.39531007752385694 50.67323596654209439, -3.39534447751598467 50.67325956651702512, -3.39539787750227218 50.67327446649364475, -3.39545367748717863 50.67327846647756218, -3.39580127739055371 50.67325656641196474, -3.39587807736954428 50.67325736639336498, -3.3959415773524193 50.67326396637343322, -3.39600007733704201 50.67328016634728982, -3.39605597732264419 50.67330386631586236, -3.39611697730728324 50.67334206627186433, -3.39619517728793063 50.67340666620285816, -3.39639057723941784 50.67361326599191784, -3.39646417722016114 50.67367966592019002, -3.39649167721263678 50.67369596590005187, -3.39653097720144403 50.6737020658848536, -3.39656767719073205 50.67369836587815257, -3.39667627715883302 50.67367266587035601, -3.39688837709704883 50.67361986585833478, -3.3969961770659598 50.67359696584951223))",Speed Limits-10882
"MultiLineString ((-3.40729007697691122 50.67308536486068249, -3.40713567693537422 50.67310516487727057, -3.40708147692591323 50.67310546488128153, -3.40702717691973822 50.6731012648843091, -3.40701387691924928 50.67309886488479975),(-3.40701387691924928 50.67309886488479975, -3.40698007691801807 50.6730926648860347, -3.4069354769221567 50.67307646488631434),(-3.40842047734593256 50.67288886466998576, -3.40824077727518082 50.67293046471202445, -3.40815167724269585 50.6729487647305703, -3.40805717721282653 50.67296316474715923, -3.40777967713553576 50.67299476478829234, -3.40766787710180319 50.67301136480513435, -3.40747127703640418 50.67304946483548633, -3.40729007697691122 50.67308536486068249),(-3.40852547740542322 50.67284506463312965, -3.40842047734593256 50.67288886466998576))",Speed Limits-10886
"MultiLineString ((-3.40006057812818963 50.67698576491585527, -3.40013267844505851 50.67721166519707054, -3.40014217846374134 50.6772257652141036, -3.40015557847580085 50.6772359652256128, -3.40019237848863343 50.67725026523942944))",Speed Limits-10898
"MultiLineString ((-3.36275107578096488 50.77208317164949136, -3.36232657505526378 50.77159017105185512))",Speed Limits-10900
"MultiLineString ((-3.44680267158470555 50.69556986136327481, -3.44653197162163316 50.69561666155799884))",Speed Limits-10902
"MultiLineString ((-3.44696117190966467 50.70381056752160021, -3.44709237186291606 50.70364426737017283, -3.44712077182372534 50.70353736727202687),(-3.44712077182372534 50.70353736727202687, -3.44724857163657816 50.70305616682693284),(-3.44724857163657816 50.70305616682693284, -3.44732897158496998 50.70292906670702848, -3.44747067154502629 50.70283476661454358, -3.44763457149461594 50.70272686650724125, -3.44777657144684646 50.70263336641297514, -3.44791007142200989 50.70259156636721798, -3.4481261713927851 50.70255036631761669, -3.448247071393165 50.70255916632032722, -3.44837367139402362 50.70256866632355752, -3.44857227141521827 50.70261506635979742, -3.44871157144845464 50.70267446641226172, -3.44927817157267347 50.70286586658221495, -3.44992147169012275 50.70300656670701756))",Speed Limits-10904
"MultiLineString ((-3.44756967094188482 50.69821306278996786, -3.44769227091905828 50.69817376271719667, -3.4476990709293891 50.69811356267078395),(-3.4476990709293891 50.69811356267078395, -3.44752587101502517 50.69789256257713816, -3.44740167105563833 50.69783556258561674))",Speed Limits-10905
"MultiLineString ((-3.50446118156407582 50.72760336823492366, -3.50480058170562625 50.72761456847842965))",Speed Limits-10922
"MultiLineString ((-3.42819837452258369 50.66072446598533219, -3.42772467507908773 50.66097396600267189, -3.42739317556730327 50.66141846573819407, -3.42727217570187115 50.661446265745397),(-3.43321786989212763 50.65795416360852954, -3.43231667044624222 50.65833506398224273, -3.43131887115851386 50.65870226447601254, -3.43039077198700859 50.65912056511830741, -3.42923027326291008 50.65986356585345618, -3.42835077431270596 50.66053446603532961, -3.42819837452258369 50.66072446598533219))",Speed Limits-10923
"MultiLineString ((-3.43140817115856445 50.65983406435255887, -3.43100107156583789 50.65991716464198902, -3.43044677213317195 50.66006876500429001, -3.42951037310574725 50.66031456551746004, -3.42898827366152625 50.66046886574216757, -3.42819837452258369 50.66072446598533219),(-3.43268706987968075 50.65940356323552152, -3.43231057025773367 50.65958186361721971, -3.43189847067128984 50.659729063978439, -3.43140817115856445 50.65983406435255887),(-3.43341096916046595 50.65894826231907899, -3.43331086925788176 50.65900716245346302, -3.43268706987968075 50.65940356323552152),(-3.4334975693442078 50.65845566272283662, -3.43370736905803708 50.65861226232965464, -3.43375406895438751 50.65870706216697528, -3.43372836894209588 50.65876176212290716, -3.43341096916046595 50.65894826231907899),(-3.43315396979939891 50.65819926336419599, -3.4334975693442078 50.65845566272283662))",Speed Limits-10924
"MultiLineString ((-2.9971086760766239 50.70920666322405168, -2.99659897576438317 50.70939016365634444, -2.9962877754768793 50.70954136394666989, -2.99598877499999139 50.70976636428570572, -2.99572457432918293 50.71006476465801427, -2.99539867322746645 50.71054476518798992, -2.99532757291322627 50.71067936532371334, -2.99527537236565378 50.71090336552100553, -2.9952739721998749 50.71096896557318701, -2.9953235719662854 50.71105306562139958, -2.99551047161878259 50.71115946563929811, -2.99604537082692923 50.71138116563861331),(-2.99645457411601068 50.70650766099481643, -2.99668367409765501 50.70652656085950127, -2.99745837398286374 50.706549860364035, -2.99816807373394667 50.70645065978546739, -2.99858167358291583 50.70638475943637502, -2.99873297370986469 50.70651855947789954, -2.99865037389165812 50.70666295968807447, -2.99772127435420321 50.70689946054663011, -2.99746587465646686 50.70710526092129555, -2.99730637507426545 50.70741866133826647, -2.99731667517559375 50.70750346141703346, -2.99737577575596914 50.70799056187126297, -2.99735327616718061 50.70832246221877426, -2.99758337642273265 50.70858676235454965, -2.99778937662446765 50.70880526246269682, -2.99774537652774553 50.708959062643018, -2.99733437621780974 50.70912536302742524, -2.9971086760766239 50.70920666322405168))",Speed Limits-10925
"MultiLineString ((-2.99604537082692923 50.71138116563861331, -2.99565127080867821 50.71145386583082626))",Speed Limits-10926
"MultiLineString ((-2.96193796411604904 50.7215783564636169, -2.96190416423412284 50.72143435642415454, -2.96219826464933078 50.72133845652633966, -2.96239056479890595 50.72138585660952259))",Speed Limits-10933
"MultiLineString ((-2.99604537082692923 50.71138116563861331, -2.99621027083426839 50.71135116555709743, -2.99728457085548738 50.71117016501906249),(-2.99728457085548738 50.71117016501906249, -2.997879770875159 50.71106986470653766, -2.99971517114700825 50.7106964636031563),(-2.99971517114700825 50.7106964636031563, -3.00111667131440241 50.71044106271958896))",Speed Limits-10937
"MultiLineString ((-3.29983457391723034 50.86296426491099965, -3.29911547404606953 50.86280366494043648),(-3.29911547404606953 50.86280366494043648, -3.29879927415216967 50.86295416484675513))",Speed Limits-10938
"MultiLineString ((-3.28854027576444086 50.87198546782845199, -3.28848587572501927 50.87188236780608719, -3.28835907569370223 50.87176456778500722, -3.28780897556877871 50.87132446773050987, -3.28772417554344498 50.87125246772426124))",Speed Limits-10941
"MultiLineString ((-3.44951818488178841 50.68220267219837183, -3.44954498483256344 50.68230457228378327, -3.44957708476130653 50.68244817240024958, -3.44962128474035623 50.68250627246668216, -3.44963078470211748 50.68257907252121441, -3.44963058466041561 50.6826536725709289))",Speed Limits-10950
"MultiLineString ((-3.89536527705956193 50.29759576775299479, -3.89558787720858168 50.29757456775289626, -3.89580507734534143 50.29758386775607448),(-3.89580507734534143 50.29758386775607448, -3.89591397741472489 50.29758556775737333))",Speed Limits-10957
"MultiLineString ((-3.89543977768291283 50.29557326753835156, -3.8955236777434834 50.29557766753080017, -3.89562147781958901 50.29556376751989433, -3.89575097793024705 50.29551296750120315, -3.89592467809055742 50.29540946747041374, -3.89623157838455469 50.29520586740829913, -3.89644617860100118 50.29504136735747011, -3.896532278690644 50.29496976733512525))",Speed Limits-10961
"MultiLineString ((-3.89543957860716228 50.29232486719237016, -3.89501837818851282 50.29214376737157011))",Speed Limits-10967
"MultiLineString ((-3.45022687227821478 50.62525776989632931, -3.45008197232862424 50.62523396993343283, -3.44999637234137024 50.62522886996504212))",Speed Limits-10972
"MultiLineString ((-3.44892307212950744 50.6263426703731767, -3.4487893720721936 50.62618617051694514))",Speed Limits-10977
"MultiLineString ((-3.05876936354095097 50.70517787230321716, -3.05871236352655718 50.70506387222221178, -3.05873376335800451 50.70482927210094459))",Speed Limits-10996
"MultiLineString ((-3.05873376335800451 50.70482927210094459, -3.05877986327497497 50.70476567208151408, -3.0588679631662048 50.70472177208695541))",Speed Limits-10997
"MultiLineString ((-3.77606266569093441 50.2827820634011573, -3.77614406575969452 50.28272076341089303, -3.77620056578811525 50.28269566341389663, -3.77631486584473697 50.282644763419718, -3.7764408659104669 50.28258396342662451, -3.77645696606455816 50.2824357634551049, -3.77640016613083462 50.28237256347031092))",Speed Limits-11044
"MultiLineString ((-3.86872206823342824 50.45053986421802961, -3.86867916821177271 50.45070036430176685, -3.86845386835852301 50.45079946430012541, -3.86773496877642886 50.45081646412037912, -3.86650656779686352 50.45108976406534396, -3.866383167655294 50.45123326413308007, -3.86540686685973212 50.45159526417796059, -3.86491326647038269 50.4517797642005732, -3.86409526590947294 50.45185066409012364),(-3.86805686887260247 50.45034176392891112, -3.86828216865188024 50.45042026403237401, -3.86872206823342824 50.45053986421802961))",Speed Limits-11086
"MultiLineString ((-3.85859036228375452 50.45360666410691408, -3.85849426222906988 50.45365456411695959, -3.85832636213509561 50.45377746415806541, -3.85798566195123449 50.45404436425152284, -3.85767826179124373 50.45424336431020151, -3.85734126162206215 50.45444936436670247, -3.85698556145013649 50.45465596441930245, -3.85663506128698907 50.45485076446537676, -3.85635486116243698 50.4550151645070315, -3.85617186108447774 50.45513046453875461, -3.85601346102284337 50.4552627645853633, -3.85587466097056097 50.45537866462605336, -3.85580636094721063 50.45544876465378792))",Speed Limits-11087
"MultiLineString ((-3.86001566277549646 50.45812376713549696, -3.86014756280763116 50.4582985672700346))",Speed Limits-11088
"MultiLineString ((-3.85783906913616326 50.46623326023790668, -3.85805876961048666 50.46672865988784196, -3.8581210697215691 50.46684635981134903, -3.85822396980667515 50.46693865978075877, -3.8583636698810202 50.46702165977937682, -3.85868146997285288 50.46713135985145016))",Speed Limits-11090
"MultiLineString ((-3.85775656893352981 50.46602436039317041, -3.85783906913616326 50.46623326023790668))",Speed Limits-11091
"MultiLineString ((-3.8595763629860298 50.45080126259718156, -3.85960076300014032 50.45086476264022934, -3.8596018629986748 50.45090856266701707, -3.85959296299137655 50.45092926267795264, -3.8595839629840003 50.4509501626889687, -3.85955116295756495 50.45101966272503802, -3.85953836294597785 50.45107466275603514, -3.85952296292915475 50.45120446283195292, -3.8595218629235184 50.45130846289484339, -3.85954686293124505 50.45150436301842944, -3.85959676294971077 50.45180556321064813, -3.85960956295420443 50.45188316326017741, -3.8595989629435512 50.45195636330264932, -3.85960526294387174 50.4520302633486537, -3.85959306293210647 50.45210696339292156, -3.85957446291680872 50.45217326342965691, -3.85956476290819905 50.45222156345710829, -3.8595542628982078 50.45228936349624149, -3.85953796288488649 50.45235086353044807, -3.8594840628489524 50.45239076354435781, -3.85942236280527373 50.45250266360041991, -3.8593606627630499 50.4525956636449493, -3.85922026267031582 50.45276756372210514, -3.85888216245694338 50.45317676390423145, -3.85869956234681899 50.45349626406164845, -3.85859036228375452 50.45360666410691408))",Speed Limits-11092
"MultiLineString ((-4.07366077780452596 50.82709186964629566, -4.07442307759710243 50.82725946998387911))",Speed Limits-11124
"MultiLineString ((-3.67124026631991152 50.56275077950224528, -3.67119326627823606 50.5628486794962626),(-3.6710989663654936 50.56243727968787738, -3.67137166643064594 50.56247737951940735, -3.67124026631991152 50.56275077950224528))",Speed Limits-11146
"MultiLineString ((-4.20477327391577305 51.01882565772859834, -4.20458577397527389 51.01878335803820619, -4.20435227409794532 51.01878135846003204))",Speed Limits-11175
"MultiLineString ((-3.99858476607279689 50.72531676880824136, -3.99842316610184279 50.72528486871591014, -3.99761276622794526 50.72512266825174976, -3.99726296626915589 50.72503516805607404))",Speed Limits-11180
"MultiLineString ((-3.6333424685849387 50.57808676999468389, -3.63325776855624261 50.57835187000325305),(-3.62957076679424118 50.57642236858341533, -3.63011316704591946 50.57641076875475505, -3.6306120672911093 50.57650956893159133, -3.6308855674432241 50.57673776905710383, -3.63122896763612246 50.57711256922575416, -3.63155616780768353 50.57743276937622312, -3.63245196821023342 50.57779386969640001, -3.6333424685849387 50.57808676999468389),(-3.62935026679901007 50.57705986863847158, -3.62957076679424118 50.57642236858341533))",Speed Limits-11213
"MultiLineString ((-4.21266006160628947 50.96437136926266476, -4.2125594611076993 50.96494187012395827, -4.2124898610880388 50.96498987019332105, -4.2123959610984425 50.96501517022704064, -4.21211896117532181 50.96504047025165107, -4.21187546125782575 50.96504657024892992, -4.21087766157979981 50.96510237027634105, -4.20986396198651303 50.96503887014289802, -4.20893036234675755 50.96497397002324448, -4.20812326263586378 50.96494766996151782, -4.20735626291331055 50.96486676984974906, -4.20634656325040535 50.96483216978663933, -4.20599076336760191 50.9648377697817736, -4.2056558634811454 50.96487026980012303, -4.20543036355979893 50.96489526981390839, -4.2053418635893145 50.96489256980867566),(-4.21267906170193029 50.96426406909946394, -4.21266006160628947 50.96437136926266476),(-4.21273106207042058 50.96386076848386182, -4.21268816174843508 50.96421216902040641, -4.21267906170193029 50.96426406909946394))",Speed Limits-11239
"MultiLineString ((-4.20178766459417474 50.96460136954738118, -4.20161596466350051 50.96462836955916487, -4.20157066482116548 50.96483396965532364))",Speed Limits-11240
"MultiLineString ((-4.14481597128981427 50.95265127063677113, -4.14473177193308651 50.9522557705644914))",Speed Limits-11245
"MultiLineString ((-4.18866016528166885 50.95425436208112302, -4.1886243653230455 50.95421586207348241, -4.18854526541506189 50.95413016205681345, -4.18843026545858699 50.95407946201835614, -4.18828636544384381 50.95407286195903396, -4.18821746540403073 50.95409676192524984, -4.18808556528124054 50.95418126185272456, -4.18779106509749965 50.95429606170493742, -4.18751826492600454 50.95440456156701003))",Speed Limits-11255
"MultiLineString ((-4.18913416425761298 50.95514686211220834, -4.18921516462050736 50.95486096220127337, -4.18937696495299772 50.95461016231769236, -4.18926586514606125 50.95444026230227763, -4.18919806525536309 50.95434316229182059, -4.1890750654372928 50.95417976227079038))",Speed Limits-11256
"MultiLineString ((-3.61499228045946674 50.755973264909926, -3.61586128520707772 50.75422206581150419, -3.61589348559645751 50.75408636589815359, -3.61616168595210263 50.75399136588814031, -3.61714878602614576 50.75407276554027902))",Speed Limits-11315
"MultiLineString ((-4.11376516425872207 50.86180576676508736, -4.1132955647619891 50.86184246670441667),(-4.1139113641021634 50.86179436678398247, -4.11376516425872207 50.86180576676508736))",Speed Limits-11320
"MultiLineString ((-3.6012111763059913 50.59925807203080694, -3.60103827627701722 50.59914477184961612))",Speed Limits-11330
"MultiLineString ((-3.47493946709548496 50.90423466839280309, -3.47489166709609743 50.90416666843206173))",Speed Limits-11362
"MultiLineString ((-3.48248687522875455 50.81961556153331117, -3.48253607516014219 50.81975006158978658, -3.48254927509368528 50.81987446165000932, -3.48264187496120003 50.82012946175691326, -3.48271857491287973 50.82022626178697777))",Speed Limits-11363
"MultiLineString ((-3.36015667368070625 50.91725416356011635, -3.36024717381370541 50.91715466364809117))",Speed Limits-11368
"MultiLineString ((-3.31655096867224541 50.7360395712351675, -3.31682676828443368 50.73680767192963259, -3.31691906815304227 50.73705237215947506))",Speed Limits-11372
"MultiLineString ((-3.31589246861731013 50.7385721731770829, -3.31670076784545165 50.7389762737768848))",Speed Limits-11373
"MultiLineString ((-3.45383997349750027 50.790875768735674, -3.45414907386759173 50.79089716875678562, -3.45446717424932181 50.79092426877864597, -3.45476637461002056 50.7909496688000317),(-3.45256087197820527 50.79079546865400374, -3.45274217219421642 50.79080036866629655, -3.45275017220379521 50.79080046866690168, -3.45383997349750027 50.790875768735674))",Speed Limits-11387
"MultiLineString ((-3.45522927468906227 50.79282596855141207, -3.45509007451215222 50.79283356853183307, -3.4549668743695201 50.79281906852062178, -3.45490137431956912 50.79276986852620013, -3.45490057439427378 50.79264956855973878, -3.4549288745304767 50.79249146860786368, -3.45479007442293407 50.79237276862136241),(-3.45479007442293407 50.79237276862136241, -3.45462727427981964 50.79224956863125584, -3.45440517402101799 50.7920977686239894, -3.45421027378439405 50.79193836861796996, -3.45410957367149551 50.79181406862213777, -3.45404677361486367 50.79166266863629886))",Speed Limits-11388
