wkt_geom,GRID_ID,Entity Type
"MultiPolygon (((-3.50053950683830362 50.38249327315723036, -3.5019104257636533 50.3809016709878108, -3.50475152964748959 50.38086493084271211, -3.50622190695007152 50.38241979265253434, -3.50485110763344032 50.38401145885670473, -3.50200981350234652 50.38404819784782518, -3.50053950683830362 50.38249327315723036)))",ARY-3378,Hex
"MultiPolygon (((-3.5351416625889871 50.39778106503555932, -3.5365118660449566 50.39618901363638059, -3.53935390919196635 50.39615141436307511, -3.5408259458183089 50.39770586053069223, -3.53945584902481514 50.39929796093787928, -3.53661360752464127 50.39933556618777288, -3.5351416625889871 50.39778106503555932)))",ARQ-3373,Hex
"MultiPolygon (((-3.57575389312555192 50.46491761402359799, -3.57712458369267194 50.46332513019549282, -3.57997056650936019 50.46328646688748876, -3.58144603500521486 50.46484027680494933, -3.58007542074832408 50.46643284311165445, -3.57722925273586867 50.46647153647179351, -3.57575389312555192 50.46491761402359799)))",ARH-3352,Hex
"MultiPolygon (((-3.62601178002041635 50.43589473347881125, -3.62738000379041781 50.43430162185771337, -3.63022414781744507 50.43426180452712515, -3.63170026501470344 50.4358150857072971, -3.63033215453806557 50.43740823967289799, -3.6274878148710954 50.43744806849395701, -3.62601178002041635 50.43589473347881125)))",AQV-3361,Hex
"MultiPolygon (((-3.4858537691089535 50.45823024096747389, -3.48722728952560868 50.45663878414524106, -3.49007290324566455 50.45660240912989281, -3.49154518558349647 50.45815748748485419, -3.49017177233933618 50.45974899536141578, -3.48732596916804205 50.45978537432843325, -3.4858537691089535 50.45823024096747389)))",ASC-3354,Hex
"MultiPolygon (((-3.60398867383775867 50.41573897795847614, -3.60535700570069428 50.41414616165133822, -3.60819999772857791 50.41410688868888457, -3.6096748415292903 50.41566043040280931, -3.60830659909542284 50.41725330234765323, -3.60546341867564646 50.41729257925496199, -3.60398867383775867 50.41573897795847614)))",ARA-3367,Hex
"MultiPolygon (((-3.62158424375186838 50.43123461264304552, -3.62295245105518093 50.42964157549427995, -3.62579631746228426 50.42960187196373312, -3.62727216698301103 50.43115520065168056, -3.62590406386031061 50.43274828693395051, -3.62306000843245002 50.43278799537549872, -3.62158424375186838 50.43123461264304552)))",AQW-3362,Hex
"MultiPolygon (((-3.49920658935334172 50.47537230912326578, -3.50058014299383879 50.47378069410117263, -3.50342680930333694 50.47374397467844886, -3.50490009839143957 50.47529886832638368, -3.50352662751924138 50.47689053506821466, -3.500679769786053 50.47692726012176223, -3.49920658935334172 50.47537230912326578)))",ARZ-3349,Hex
"MultiPolygon (((-3.60041325479410768 50.43624973616400808, -3.60178238486517843 50.434656888611201, -3.60462658466488328 50.43461769546137674, -3.60610185769873537 50.43617133516378459, -3.60473284766829805 50.43776421994961368, -3.60188845815884129 50.43780341922840904, -3.60041325479410768 50.43624973616400808)))",ARB-3361,Hex
"MultiPolygon (((-3.57143268053403995 50.4634021247181721, -3.57280347348784622 50.46180968831698266, -3.57564933483157654 50.46177119221643892, -3.57712458369267194 50.46332513019549282, -3.57575389312555192 50.46491761402359799, -3.57290785059038063 50.46495611465594067, -3.57143268053403995 50.4634021247181721)))",ARI-3352,Hex
"MultiPolygon (((-3.57174561735020735 50.47284132152933722, -3.57311666165778297 50.4712489063667249, -3.57596307538348279 50.47121040101698952, -3.57743863056347067 50.47276431528331386, -3.57606769183070838 50.47435678315190444, -3.57322109173780689 50.4743952932170572, -3.57174561735020735 50.47284132152933722)))",ARI-3349,Hex
"MultiPolygon (((-3.51256931384294768 50.49251265381605691, -3.51394289853226294 50.49092088742936113, -3.51679054286259962 50.49088384111684036, -3.51826482280387243 50.49243854978675472, -3.51689130786737714 50.49403037304985276, -3.51404347469079426 50.49406742430797124, -3.51256931384294768 50.49251265381605691)))",ARW-3343,Hex
"MultiPolygon (((-3.49231220724953983 50.39204265593766507, -3.493683654675249 50.390451133496029, -3.49652534020766748 50.39041458846627819, -3.49799576695501546 50.39196956483091583, -3.49662443576127879 50.39356115611360565, -3.4937825613238509 50.39359770133863492, -3.49231220724953983 50.39204265593766507)))",ASA-3375,Hex
"MultiPolygon (((-3.58028516787008266 50.47272560002447506, -3.58165595570151574 50.47113300628002719, -3.58450240020009137 50.47109418118017743, -3.58597822398795785 50.47264799466783103, -3.58460756667530722 50.47424054134616256, -3.58176094090194264 50.47427936902779777, -3.58028516787008266 50.47272560002447506)))",ARG-3349,Hex
"MultiPolygon (((-3.56041056119728605 50.38800096903213444, -3.56177956355561154 50.38640865923320433, -3.56462094422899378 50.38637046715558654, -3.56609350901437416 50.38792458221421811, -3.56472460875610953 50.38951694156364169, -3.56188304106941001 50.38955513665876396, -3.56041056119728605 50.38800096903213444)))",ARK-3376,Hex
"MultiPolygon (((-3.56711172861904124 50.46188646920807486, -3.56848262641371639 50.46029408687100926, -3.57132840509398308 50.4602556953730641, -3.57280347348784622 50.46180968831698266, -3.57143268053403995 50.4634021247181721, -3.5685867213910365 50.46344051852575774, -3.56711172861904124 50.46188646920807486)))",ARJ-3353,Hex
"MultiPolygon (((-3.60030726881894791 50.43310321173800759, -3.60167625652324119 50.43151040523792972, -3.60452027084399118 50.43147121560497226, -3.60599549717464996 50.43302481927724301, -3.60462658466488328 50.43461769546137674, -3.60178238486517843 50.434656888611201, -3.60030726881894791 50.43310321173800759)))",ARB-3362,Hex
"MultiPolygon (((-3.58429211450935403 50.46480148153968059, -3.58566252430517629 50.46320894099552135, -3.588508457061518 50.46317015081515933, -3.58998416556185118 50.46472389880707965, -3.58861385614858008 50.46631648789076507, -3.58576774409680832 50.4663552720916897, -3.58429211450935403 50.46480148153968059)))",ARF-3352,Hex
"MultiPolygon (((-3.53860821197150566 50.50476240636984215, -3.53998130265467914 50.50317030931484652, -3.54282972147372499 50.50313251824192662, -3.54430523201194969 50.50468681692427708, -3.54293224030546527 50.50627896285379137, -3.5400836376637228 50.50631676124434222, -3.53860821197150566 50.50476240636984215)))",ARQ-3339,Hex
"MultiPolygon (((-3.53438643520609208 50.50639218011487941, -3.53575969920341882 50.50480012603551927, -3.53860821197150566 50.50476240636984215, -3.5400836376637228 50.50631676124434222, -3.53871046353497531 50.50790886174608119, -3.53586177267129242 50.50794656213937373, -3.53438643520609208 50.50639218011487941)))",ARR-3339,Hex
"MultiPolygon (((-3.60473284766829805 50.43776421994961368, -3.60610185769873537 50.43617133516378459, -3.60894615536916774 50.43613202423552622, -3.61042163338614586 50.43768559195196133, -3.60905273762587742 50.43927851507881854, -3.60620824761123737 50.43931783474776864, -3.60473284766829805 50.43776421994961368)))",ARA-3360,Hex
