UniqueID,District,Entity Type,WKT
3278-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6808581282310588 50.4128925745928171, -3.679676010478738 50.4117044410388289))"
3279-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.679676010478738 50.4117044410388289, -3.6793007971301184 50.4110442957887983))"
3280-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6793007971301184 50.4110442957887983, -3.6792323868235006 50.4109565116688572))"
3281-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6792323868235006 50.4109565116688572, -3.6786733609629669 50.4102402859840879))"
3282-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6786733609629669 50.4102402859840879, -3.6781808442342672 50.4096214035142651))"
3283-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6781808442342672 50.4096214035142651, -3.6770355793138392 50.4086755510818207))"
3284-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6770355793138392 50.4086755510818207, -3.6769225243602541 50.4085388514928923))"
3285-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6769225243602541 50.4085388514928923, -3.6766974455086188 50.4082666963020216))"
3286-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6766974455086188 50.4082666963020216, -3.6761382623429135 50.4065666846914837))"
3287-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6761382623429135 50.4065666846914837, -3.676047958067667 50.4062249507402953))"
3288-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.676047958067667 50.4062249507402953, -3.6759576583130777 50.4058833065842506))"
3289-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6759576583130777 50.4058833065842506, -3.6757193909027714 50.4054601486494889))"
3290-TOTN_BOB2_O_280_60,South Hams,Bus Routes,"MultiLineString ((-3.6757193909027714 50.4054601486494889, -3.6754811277921955 50.405036990161598))"
