UniqueID,District,Entity Type,WKT
15503-SDVN_FAL_I_359_174,Teignbridge,Bus Routes,"MultiLineString ((-3.5223882266240363 50.6913709199072002, -3.5195000134582362 50.6921624441316112, -3.5180958452207181 50.6924583740537997, -3.5176951632697899 50.6923928134923827, -3.5175362561243966 50.6925755596247214, -3.5158743898081677 50.6923673921405964, -3.5105933691380344 50.6921342801757788, -3.5089413231929365 50.6917057248963729, -3.5080677235830966 50.6913210426557583, -3.5067506326582008 50.691455342856429, -3.5053705962369732 50.6914148879877402, -3.504948734020517 50.6916200782431403, -3.5030328144059739 50.6930234061426432, -3.5016379600008323 50.6949574578223263, -3.4971948733359199 50.6973254706068985, -3.4940901796512365 50.6998834514574597, -3.4937687458764848 50.7004631490855999, -3.4932259084295354 50.7005375476233979, -3.4913862485728329 50.7021394321367396, -3.4897746734738444 50.7031223254509413, -3.4876192903344778 50.704152606004655, -3.4868958347564036 50.7046744602830088, -3.4861841880217241 50.705498433064065, -3.4839636164580159 50.7115899849305478, -3.4800198384799574 50.7174148955862023, -3.479103885953553 50.7197004431187963, -3.4793002993399362 50.7215686025562604, -3.4784091038300797 50.7223717004639312, -3.4780871669630948 50.723072152517318, -3.4740723409785321 50.7239800897160578, -3.4725314738963475 50.7246500747737272, -3.471266761147612 50.7253805885631479, -3.4707774666566951 50.7254090147746979))"
18749-CNTY_165_I_280_66,Teignbridge,Bus Routes,"MultiLineString ((-3.6905805767091353 50.484198224652765, -3.6910596536320095 50.4843248082532128, -3.6914784707813268 50.4842420049985705, -3.6920508803380048 50.4839126936870599, -3.692140019374953 50.4838034688750597, -3.6925780453085135 50.4835797123116166, -3.6947002483190841 50.4827194837576911, -3.6959165324031908 50.4826858475271933, -3.6970060156933444 50.4827328360328167, -3.6993119666765821 50.4828967917813003, -3.7005128214616976 50.4829202657308542, -3.7010922169600033 50.4830392458793895, -3.7015061707938806 50.4832145162327706, -3.7022993421566586 50.4837359094850981, -3.7029764560026059 50.4839063351160462, -3.7042355974113836 50.4839466330848197, -3.70489931508616 50.4840539230322563, -3.7053974650774411 50.4840807112288346, -3.7067612661735416 50.4830104732262654, -3.7075649985632251 50.4821718496631178, -3.7078587093422306 50.4816225835003181, -3.708520798904789 50.4809382127717967, -3.7088705293073319 50.4808057201906877, -3.709593747640032 50.4807150494096248, -3.7103935817749187 50.4805288992651384, -3.7131120771928159 50.4801708768236566, -3.7137251908586815 50.4800294550485873, -3.7152817094693331 50.4794869287735253, -3.7188014254325434 50.4778539093514453))"
18826-CNTY_165_I_280_66,Teignbridge,Bus Routes,"MultiLineString ((-3.7001230231414359 50.4642562443534501, -3.699514173702712 50.4646142908569502, -3.6981568489232126 50.4649852382803559, -3.6967564646478839 50.4656302197959121, -3.695207016881664 50.4657643303680672, -3.6933318452259609 50.466062267260547, -3.6929716206927834 50.4662383975634086, -3.6920448218542177 50.4670120633180019, -3.6916863679160286 50.4679416067609381, -3.6914715940816873 50.4682415371688862, -3.6911124770207331 50.4692361173370045, -3.6911510723902579 50.4706705784168292, -3.6913117091250252 50.4711246084309053, -3.6907770881449764 50.4716124875363192, -3.6907507335511647 50.4718536447231756, -3.6910829563613543 50.472756419609766, -3.691040919157174 50.4729094818952788, -3.6900284469326987 50.4732531989816451, -3.6906830312114458 50.4738369457068146, -3.6910632597631663 50.4746271352261147, -3.6919959307107191 50.4754197245840359, -3.6921240203172787 50.4756205003123029, -3.6921106703894244 50.4758862906881873, -3.6927433003493428 50.476560012492186, -3.6932716432341861 50.4775020143702235, -3.6936395982569898 50.478747651606902, -3.6936597131712832 50.4797568586514842, -3.6935889864950249 50.4800734915075466, -3.6932653600488417 50.4806775685087956, -3.6914503630839293 50.4817075241567395, -3.6914331918705718 50.4817872815933129, -3.6922626753815715 50.4830613807674311, -3.6914513270365137 50.4833270782803538, -3.6906086777344296 50.4837509810289973, -3.6905314112955363 50.4839363014886402, -3.6902081343429289 50.4841446175523743, -3.6904433528965166 50.4841628768996102, -3.6905805767091353 50.484198224652765))"
18843-CNTY_173_I_270_88,Teignbridge,Bus Routes,"MultiLineString ((-3.6324759341685615 50.7371402095567419, -3.6297297322301456 50.7368283306917576, -3.6278114155554939 50.7367428803854636, -3.6269578583768216 50.7365882317662837, -3.6261543318851639 50.7363026552464973, -3.6242563273602775 50.735370136328207, -3.6227274085847698 50.7347405655526629, -3.6222266761709623 50.7346036365313893, -3.6208035246628203 50.7343679185804817, -3.6194089601551425 50.7338513724192737, -3.6180494032774431 50.7334655333870401, -3.6171650281848566 50.7332979244638764, -3.6155298794891397 50.7332083355933534, -3.6138379391377851 50.7329752535090819, -3.612607835364678 50.7325646188725941, -3.6114047403989686 50.7322714128628505, -3.6103161116403983 50.7318776861338065, -3.6068153582349125 50.7310846000635891, -3.605514484829357 50.7307517580817304, -3.6044353994573117 50.7303528076163559, -3.6036015259595024 50.7300843065563782))"
18850-CNTY_173_I_270_88,Teignbridge,Bus Routes,"MultiLineString ((-3.6036015259595024 50.7300843065563782, -3.6015130089181491 50.7294231786804559, -3.6008010560657526 50.7293922112510458, -3.6000262707949204 50.729255532236543, -3.5974553493900587 50.7290025420901216, -3.5938868177627383 50.7290262878748095, -3.5916335314818983 50.7292512397486774, -3.5895701862919629 50.7293406342681337, -3.5855778600534389 50.7294623562241114, -3.5839407812975637 50.7292930460835834, -3.583189220304523 50.7292762742488605, -3.5809349588618082 50.7293688313073332, -3.5792393909180986 50.7294778805652342, -3.5758964202823948 50.7301184902285627, -3.5748219088354718 50.7303930135440879, -3.5734936846399612 50.7304417961370362, -3.572390438990714 50.7300789526231526, -3.5722599112658222 50.7300185712527707))"
18874-CNTY_173_I_270_88,Teignbridge,Bus Routes,"MultiLineString ((-3.5722599112658222 50.7300185712527707, -3.5717859401829233 50.7297993108186134, -3.5707140867592297 50.7291032667897284, -3.5696916660590174 50.7286133987929304, -3.5690181893410067 50.7283886324742639, -3.5673889799332952 50.7275351158264485, -3.5657802396123373 50.7268942691546059, -3.5654564632455701 50.7266557914362011, -3.5651827926664597 50.7263986529752557, -3.5642244127206641 50.7257010253248879, -3.5638560951770577 50.7255753802922555, -3.5635131009389287 50.7251889427312861, -3.5628765036446413 50.7247927705454345, -3.5624311999582488 50.7246098756031003, -3.5605438948792894 50.7240955431837151, -3.5600594063305864 50.7240120923016704, -3.559053619178731 50.7240165536424854, -3.5579918443329053 50.7238195801380982, -3.5574917167171938 50.7237023535923726))"
18875-CNTY_173_I_270_88,Teignbridge,Bus Routes,"MultiLineString ((-3.6324759341685615 50.7371402095567419, -3.6329026385686198 50.7371886575145936, -3.6338539017794189 50.7372382902678893, -3.634745687431967 50.7372078082489111, -3.6366813106645037 50.7370367684023762, -3.6398807858828168 50.7365331648998179, -3.6415651647654768 50.7364734966412101, -3.6431138708361859 50.7361818873819814, -3.6446905935932916 50.7361928496386909, -3.6465993763130302 50.7361597120388694, -3.6501865783532126 50.7358054864642511, -3.6544234165835872 50.7355494063349326, -3.6575510628381531 50.7352671217009998, -3.6589898051142935 50.7350757902866079, -3.6605186104923693 50.7350270531838632, -3.6613165912046686 50.7351505899004493, -3.6619461938592348 50.7353214876910315, -3.6632555528857149 50.7358783994542222, -3.6640139295938789 50.7360834231532962, -3.6651915144755414 50.736120576063712, -3.6658327559123722 50.736219339530777, -3.6668123580117404 50.7362682971764656, -3.6677964346371112 50.7364430902365839, -3.6691465658273739 50.7365496835531147, -3.6701954018071632 50.7365526554581834, -3.6709995581589183 50.7364103727577387, -3.672664229823932 50.7359619316516941, -3.6765250525411783 50.7352910770910199, -3.678462001200812 50.7349256040574019, -3.679802130334036 50.734938918898159))"
18877-CNTY_173_I_270_88,Teignbridge,Bus Routes,"MultiLineString ((-3.7386610470191806 50.7236227956286214, -3.7373107827882612 50.7235454331734061, -3.7368179207082441 50.7235621289280303, -3.7360469891198123 50.7235419529667908, -3.7350747619197486 50.7235955459749022, -3.7338761965411087 50.7239119566112322, -3.7308851941714907 50.7255202598833677, -3.7294835384002161 50.7259489085359192, -3.7290677747891983 50.726033719678469))"
18882-CNTY_173_I_270_88,Teignbridge,Bus Routes,"MultiLineString ((-3.679802130334036 50.734938918898159, -3.6828190106693364 50.7348692930353664, -3.6841107788618181 50.7347517189084556, -3.6864752595239496 50.7344747289087437, -3.6876344898382749 50.7342385203368167, -3.6892155693232866 50.7338325105053585, -3.690726566307089 50.7336847085010163, -3.6914028222553248 50.7335590682385273, -3.6932318112669518 50.7329597398813732, -3.6946956406767799 50.7325389019113402, -3.6978014396488037 50.7320528264033115))"
18883-CNTY_173_I_270_88,Teignbridge,Bus Routes,"MultiLineString ((-3.7290677747891983 50.726033719678469, -3.728146032924613 50.7261771148869016, -3.7274144269323877 50.726387248991152, -3.7270780821493852 50.7268155520862436, -3.7263369713186654 50.7274342122801656, -3.7258623422120825 50.7277129292348903, -3.7254523043229542 50.7278100103450598, -3.7247662049381143 50.7276785129204981, -3.7246299740781357 50.7276305241382843, -3.7241508394795217 50.7277830327824901, -3.7230130721966574 50.7280620971149929, -3.720802701223231 50.7284082446834574, -3.7179196188760937 50.728618198425842))"
