UniqueID,District,Entity Type,WKT
39489-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4959247598349212 50.8986782365586805, -3.4959263263916864 50.8986783063825428))"
39490-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4959263263916864 50.8986783063825428, -3.4959827224379221 50.8986808200279555))"
39491-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4959827224379221 50.8986808200279555, -3.4961694356916646 50.8986893948622665))"
39492-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4961694356916646 50.8986893948622665, -3.4965659717856199 50.8986378089377283))"
39493-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4965659717856199 50.8986378089377283, -3.4965945769731497 50.8986340242109421))"
39494-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4965945769731497 50.8986340242109421, -3.4969030875382305 50.8984983123021735))"
39495-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4969030875382305 50.8984983123021735, -3.4969300392750977 50.8984784509708703))"
39496-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4969300392750977 50.8984784509708703, -3.4969568488373648 50.8984585914592316))"
39497-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4969568488373648 50.8984585914592316, -3.4969992952056033 50.89831883211329))"
39498-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4969992952056033 50.89831883211329, -3.4970417413266519 50.8981790727497625))"
39499-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4970417413266519 50.8981790727497625, -3.496782923878885 50.8973499899909427))"
39500-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.496782923878885 50.8973499899909427, -3.4968496545327383 50.8972358190874345))"
39501-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4968496545327383 50.8972358190874345, -3.4971060574342014 50.8967970766443756))"
39502-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4971060574342014 50.8967970766443756, -3.4970179107504293 50.8963011567816466))"
39503-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4970179107504293 50.8963011567816466, -3.4968942784927224 50.896117575574408))"
39504-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4968942784927224 50.896117575574408, -3.4967706472258429 50.8959339942265032))"
39505-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4967706472258429 50.8959339942265032, -3.4966679873425273 50.8957791014164798))"
39506-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4966679873425273 50.8957791014164798, -3.4965653281535727 50.8956242085092754))"
39507-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4965653281535727 50.8956242085092754, -3.4964315045944652 50.8954331135062858))"
39508-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4964315045944652 50.8954331135062858, -3.4962976792691345 50.8952419284444986))"
39509-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4962976792691345 50.8952419284444986, -3.4962206052030957 50.8951132365749004))"
39510-DTCO_343_O_296_112,Mid Devon,Bus Routes,"MultiLineString ((-3.4962206052030957 50.8951132365749004, -3.496143531570993 50.8949845446498657))"
