UniqueID,District,Entity Type,WKT
2282-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1315507124975754 51.1795536870153072, -4.1314361324022029 51.1796101862173245))"
2283-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1314361324022029 51.1796101862173245, -4.1313216949848819 51.1796666827069657))"
2284-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1313216949848819 51.1796666827069657, -4.1312271805839176 51.1796711936026725))"
2285-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1312271805839176 51.1796711936026725, -4.131132523196702 51.1796757070283874))"
2286-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.131132523196702 51.1796757070283874, -4.131080708794812 51.1797932063972922))"
2287-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.131080708794812 51.1797932063972922, -4.13102889413243 51.1799107057473037))"
2288-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.13102889413243 51.1799107057473037, -4.1310122197931376 51.1800145240942825))"
2289-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1310122197931376 51.1800145240942825, -4.1309955453843283 51.1801183424389379))"
2290-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1309955453843283 51.1801183424389379, -4.1309932014980566 51.1801667338589468))"
2291-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1272448865565527 51.2081408015525099, -4.1273975654336867 51.2080074723303014, -4.1275309114795062 51.2078097998898869, -4.1272013167140011 51.2071820329908149, -4.127220300765515 51.2067178989981642, -4.126893653554836 51.2060984926947427))"
2292-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1638712824804704 51.1763045712847742, -4.1638641878730391 51.1762612893530218))"
2293-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1698360069098648 51.174844114133343, -4.1700162087274002 51.1749929912619805))"
2294-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1839429389191798 51.1799787993771247, -4.1845711142570874 51.180222263951002, -4.1860084168091953 51.1810050798600145, -4.187328336035459 51.1823751907178561, -4.1879140871179965 51.1827692964310188, -4.1886578560998364 51.1831096279662887, -4.1889295110542735 51.1831746534026024))"
2295-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1250313915009436 51.2071115692857646, -4.1250386364799985 51.2070807009507689))"
2296-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1250386364799985 51.2070807009507689, -4.1250565650410298 51.2070254255812927))"
2297-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1250565650410298 51.2070254255812927, -4.1250746366114557 51.2069701476092689))"
2298-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1250746366114557 51.2069701476092689, -4.1251241434326662 51.2068793140729284))"
2299-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1251241434326662 51.2068793140729284, -4.1251736459262327 51.2067883906579553))"
2300-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1251736459262327 51.2067883906579553, -4.125189301692024 51.2067770442564907))"
2301-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.125189301692024 51.2067770442564907, -4.1252050963627633 51.2067656053944162))"
2302-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1252050963627633 51.2067656053944162, -4.125527936078166 51.2065509109569064))"
2303-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.125527936078166 51.2065509109569064, -4.125850625602137 51.206336128397318))"
2304-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.125850625602137 51.206336128397318, -4.1261720534781032 51.2061499668097113, -4.1263266875489206 51.2058083742345005, -4.1264915496726173 51.2056702055597484, -4.1266535344980371 51.2056032266224292))"
2305-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1266535344980371 51.2056032266224292, -4.1269091423208861 51.2055516319012867))"
2306-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1269091423208861 51.2055516319012867, -4.1271646065108065 51.2055000392298965))"
2307-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1271646065108065 51.2055000392298965, -4.1272148635344807 51.2053883264544112))"
2308-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1272148635344807 51.2053883264544112, -4.1272652633670086 51.2052766110556519))"
2309-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1272652633670086 51.2052766110556519, -4.1272516343806425 51.205210757647933))"
2310-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1272516343806425 51.205210757647933, -4.1272378623912953 51.2051449068398981))"
2311-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1272378623912953 51.2051449068398981, -4.127135987469682 51.2048417046642896))"
2312-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.127135987469682 51.2048417046642896, -4.1270341139450011 51.2045385023699993))"
2313-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1270341139450011 51.2045385023699993, -4.1270134929112334 51.2045073107180855))"
2314-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1270134929112334 51.2045073107180855, -4.1269928719058919 51.2044761190620221))"
2315-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1269928719058919 51.2044761190620221, -4.1269228771635804 51.204370730792597))"
2316-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1269228771635804 51.204370730792597, -4.1268530257892388 51.2042653398739418))"
2317-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1268530257892388 51.2042653398739418, -4.1266122145369186 51.2037709469083566))"
2318-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1266122145369186 51.2037709469083566, -4.1263715516320465 51.2032765507478445))"
2319-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1263715516320465 51.2032765507478445, -4.1261742398606049 51.2028902756745055))"
2320-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1261742398606049 51.2028902756745055, -4.1261266731545039 51.2027971543685112))"
2321-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1261266731545039 51.2027971543685112, -4.1261186832474426 51.2027815126687855))"
2322-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1638641878730391 51.1762612893530218, -4.1620903242674423 51.1762671298500749))"
2323-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1620903242674423 51.1762671298500749, -4.1608933870918268 51.1761485132789673))"
2324-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1608933870918268 51.1761485132789673, -4.1595279928036337 51.1760132109074135))"
2325-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1595279928036337 51.1760132109074135, -4.1579428075830149 51.176084828067161))"
2326-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.122315906658681 51.209824138757746, -4.1233534995848302 51.2095544540430581, -4.1238324975556484 51.2095015200781916))"
2327-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.2069808471512227 51.1723802321581474, -4.205989526590761 51.1722339309897407, -4.2059906305560748 51.172874429353584, -4.2053543823648134 51.1728677281302211, -4.2044357553911889 51.1728137368439988, -4.2026976974521331 51.1726099603018483))"
2328-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1889295110542735 51.1831746534026024, -4.1927586866651607 51.184091228392731, -4.1937593994775346 51.1842270529623136, -4.1953063226990697 51.1842692439677478, -4.1964832676761636 51.1844605532998358, -4.1977074855432814 51.1847673451500711))"
2329-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.2097405840240283 51.1787813625824697, -4.209648293721572 51.1786824363356843, -4.2096779015470585 51.1784368931641751, -4.2100642533849557 51.1780635531729828, -4.2106597844291356 51.1778068594053224, -4.2119000391283645 51.1774248266029659, -4.2123361483975561 51.176857086698611, -4.2123899635277882 51.1762823271260032))"
2330-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.163763416729358 51.1762616221050592, -4.1620903242674423 51.1762671298500749))"
2331-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1595279928036337 51.1760132109074135, -4.1579476418837817 51.1760846093228992))"
2332-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.2077720909225427 51.185557651759531, -4.2080821428537369 51.1855331604854342, -4.2087599485946265 51.1853278950754245, -4.2088370790520386 51.1852679799532169, -4.2089282823825629 51.1849876377488826, -4.2092671495662914 51.184613579536034, -4.2099209183319077 51.1837148219418623, -4.2106430088097548 51.1831857508838866, -4.2110552624930886 51.1830629272394404, -4.2112587911006463 51.1827648996224411, -4.2119699561332711 51.182169654660683, -4.2122218569068384 51.1815069590144489))"
2333-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1976325943253023 51.1723657656970445, -4.1949824788831407 51.1725231531146107, -4.1942105917207027 51.172645566600437, -4.1911320704913368 51.1733717094349032, -4.1909708452460483 51.1733659177019717, -4.1907169512266362 51.1732372123501946, -4.1911966929972824 51.1722363260115714, -4.1909625914497592 51.1719093928506226, -4.1905515459983205 51.1717458597324963, -4.1892823911887875 51.1714767548901008))"
2334-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.113447606332322 51.2046993966827344, -4.1132719918156546 51.2051033482897537, -4.1133038448658672 51.2053456833764074, -4.1142166611458428 51.2063083799071208, -4.1164973612184799 51.206196792642551, -4.117339544468539 51.2066009964968742, -4.1176112649338608 51.2068129061105708, -4.1191185837828508 51.20687903947276, -4.1202974605550375 51.2068575784518671, -4.1221559860083445 51.2066933684401207, -4.1230954479349089 51.2065809842869371, -4.1236034435645115 51.2064043026489628, -4.1248882890779903 51.2061161954826858, -4.1256535216100838 51.2060664929151201, -4.1257162554649813 51.2061523130213203))"
2335-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1257162554649813 51.2061523130213203, -4.125850625602137 51.206336128397318))"
2336-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1272354365972133 51.2053427253495812, -4.1272652633670086 51.2052766110556519))"
2337-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1261742398606049 51.2028902756745055, -4.1261506193013524 51.2028440331274908))"
2338-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1327427169676376 51.1795015662183559, -4.1318808010073376 51.1794573744202026))"
2339-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1309955453843283 51.1801183424389379, -4.1311569686465681 51.1802521901909415, -4.1311408016947988 51.1802995673077632))"
2340-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1977074855432814 51.1847673451500711, -4.198923457721202 51.1850291175444241))"
2341-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1261506193013524 51.2028440331274908, -4.1261266731545039 51.2027971543685112))"
2342-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1261266731545039 51.2027971543685112, -4.1259769314822901 51.2025040002068152))"
2343-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1259769314822901 51.2025040002068152, -4.125775806502058 51.2019321703300108))"
2344-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.125775806502058 51.2019321703300108, -4.1257394940626604 51.2017124925837592))"
2345-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1257394940626604 51.2017124925837592, -4.1256069352251457 51.2009103542402144))"
2346-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1256069352251457 51.2009103542402144, -4.1255980570620885 51.2008616033125321))"
2347-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1755730061883805 51.1765115416124772, -4.1781344473223454 51.177557809647233, -4.180760915528924 51.1788663186145314, -4.1808398616251647 51.1789564894110001, -4.1809542872957364 51.1790135290912573))"
2348-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1892823911887875 51.1714767548901008, -4.1881976438547612 51.1715141153835447, -4.1865397154731623 51.1714780470293604, -4.183462419602674 51.1711287906085488, -4.182575719877061 51.1709029447202823))"
2349-TAWT_31_O_252_147,North Devon,Bus Routes,"MultiLineString ((-4.1232812851523626 51.1971595526999721, -4.123219738877248 51.197137564571328))"
